IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi4g42867.1|pacid:21810238	1.084221192	5.780108457	0.419111936	2.586948975	0.009682993	0.02746124	"GO:0055085,GO:0016021"	cation exchanger 11	"sodium/calcium exchanger protein, putative, expressed"
bradi4g42890.1|pacid:21811839	2.211432548	543.5787387	0.155986348	14.17709037	1.27E-45	1.08E-43		Aluminium induced protein with YGL and LRDR motifs	"stem-specific protein TSJT1, putative, expressed"
bradi4g43030.1|pacid:21809875	1.571749059	8.174549271	0.376549166	4.174087216	2.99E-05	0.00016523		DTW domain-containing protein	"DTW domain containing protein, putative, expressed"
bradi4g43110.1|pacid:21812758	1.288310116	242.922649	0.154222913	8.353558452	6.62E-17	1.49E-15	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	Cytochrome P450 superfamily protein	"cytochrome P450, putative, expressed"
bradi4g43190.1|pacid:21813021	1.631246891	32.25831447	0.290327107	5.618651683	1.92E-08	1.82E-07	"GO:0004190,GO:0006508"	Eukaryotic aspartyl protease family protein	"eukaryotic aspartyl protease domain containing protein, expressed"
bradi4g43210.1|pacid:21812210	-1.870529926	7.207668305	0.441485439	-4.23690061	2.27E-05	0.000128489		Calcium-binding EF-hand family protein	"calmodulin-like protein 1, putative, expressed"
bradi4g43310.1|pacid:21813911	1.245018021	26.14947081	0.266724413	4.667806777	3.04E-06	2.03E-05	GO:0005759	Mitochondrial glycoprotein family protein	expressed protein
bradi4g43357.1|pacid:21811621	1.072072211	243.3003411	0.108551886	9.876127025	5.28E-23	1.75E-21		Ankyrin repeat family protein	"embryogenesis transmembrane protein, putative, expressed"
bradi4g43420.1|pacid:21811669	-1.228567238	0.811742644	0.492441461	-2.49484931	0.012601063	0.034350938			expressed protein
bradi4g43440.1|pacid:21812762	1.248187612	2.370998971	0.522741486	2.387772248	0.016950843	0.044109607		calcium-dependent protein kinase 34	"CAMK_CAMK_like.42 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
bradi4g43450.3|pacid:21810066	2.109328399	677.2382711	0.165929738	12.71217824	5.06E-37	3.29E-35			expressed protein
bradi4g43455.1|pacid:21809832	1.733948891	348.5546038	0.119774393	14.47679134	1.70E-47	1.57E-45			
bradi4g43710.1|pacid:21811643	1.312333405	355.3309819	0.067724562	19.37751027	1.19E-83	2.79E-81	"GO:0046556,GO:0046373"	alpha-L-arabinofuranosidase 1	"alpha-N-arabinofuranosidase A, putative, expressed"
bradi4g43760.1|pacid:21812640	1.017692785	33.31522581	0.228378385	4.45616946	8.34E-06	5.13E-05	GO:0016021	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein	"Mpv17 / PMP22 family domain containing protein, expressed"
bradi4g43770.1|pacid:21809819	-1.829196865	24.53029932	0.30249426	-6.047046519	1.48E-09	1.63E-08		calmodulin (CAM)-binding protein of 25 kDa	"VQ domain containing protein, putative, expressed"
bradi4g43810.1|pacid:21811656	1.179109814	6.187561021	0.419960835	2.807666135	0.004990193	0.015516515		embryo defective 1379	"EMB1379, putative, expressed"
bradi4g43870.1|pacid:21811866	-1.254783519	31.54307826	0.408442743	-3.072116084	0.002125471	0.007398832			expressed protein
bradi4g44000.1|pacid:21812595	-1.184284826	6.16961761	0.470455955	-2.517312863	0.011825377	0.032563323	"GO:0003677,GO:0006355"	NAC domain containing protein 47	"NAC domain transcription factor, putative, expressed"
bradi4g44007.1|pacid:21814146	1.359220973	34.33656376	0.302994725	4.485955902	7.26E-06	4.50E-05	GO:0016787	apyrase 2	"nucleoside-triphosphatase, putative, expressed"
bradi4g44020.1|pacid:21814564	1.301995081	11.43498707	0.356769067	3.649405738	0.000262848	0.001168664	GO:0016787	apyrase 2	"nucleoside-triphosphatase, putative, expressed"
bradi4g44227.2|pacid:21813623	-1.244435908	113.1884796	0.266337239	-4.672406725	2.98E-06	1.99E-05	"GO:0043531,GO:0006915,GO:0005524"	NB-ARC domain-containing disease resistance protein	"stripe rust resistance protein Yr10, putative, expressed"
bradi4g44250.1|pacid:21812280	-1.314915493	84.12427754	0.155423237	-8.460224603	2.67E-17	6.21E-16		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	"harpin-induced protein 1 domain containing protein, expressed"
bradi4g44460.1|pacid:21813915	1.336845721	328.637218	0.253810184	5.267108278	1.39E-07	1.15E-06	"GO:0004672,GO:0005524,GO:0006468,GO:0007165"	SOS3-interacting protein 1	"CAMK_KIN1/SNF1/Nim1_like.6 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
bradi4g44530.1|pacid:21810727	-1.688007528	8.103094486	0.362508058	-4.656468978	3.22E-06	2.14E-05	"GO:0004601,GO:0020037,GO:0006979,GO:0055114"	Peroxidase superfamily protein	"peroxidase precursor, putative, expressed"
bradi4g44720.1|pacid:21813697	1.390977179	1.79541073	0.524219844	2.653423359	0.007967986	0.023191403		Pentatricopeptide repeat (PPR) superfamily protein	"pentatricopeptide, putative, expressed"
bradi4g44770.1|pacid:21812485	1.017219173	97.55800789	0.199917515	5.088194374	3.61E-07	2.81E-06			expressed protein
bradi4g44780.1|pacid:21810348	1.910021292	2.396674977	0.523678279	3.64731815	0.000264992	0.001177404	GO:0005515		"kelch repeat-containing protein, putative, expressed"
bradi4g44838.2|pacid:21812824	1.966236545	168.1099733	0.217262335	9.050057128	1.43E-19	3.90E-18		Major facilitator superfamily protein	"nodulin, putative, expressed"
bradi4g44844.1|pacid:21812345	1.626325679	1.991307115	0.520342526	3.12549061	0.001775087	0.006308769			expressed protein
bradi4g45010.1|pacid:21813621	1.642725551	589.3201365	0.156566328	10.49220205	9.38E-26	3.60E-24	"GO:0004066,GO:0006529"	glutamine-dependent asparagine synthase 1	"asparagine synthetase, putative, expressed"
bradi4g45120.1|pacid:21810680	1.102404652	4.81017881	0.465028643	2.370616666	0.017758438	0.045897771	GO:0005515	F-box/RNI-like/FBD-like domains-containing protein	"OsFBX14 - F-box domain containing protein, expressed"
bradi4g45160.1|pacid:21814012	1.101055086	17.63115428	0.279950264	3.93303821	8.39E-05	0.000420887		ankyrin repeat family protein	expressed protein
bradi4g45200.1|pacid:21814399	1.495679414	11.12137167	0.370051448	4.041814787	5.30E-05	0.000277751	GO:0008270	zinc finger (C3HC4-type RING finger) family protein	"IBR domain containing protein, expressed"
bradi4g45210.1|pacid:21813970	1.030520672	17.29711471	0.333173705	3.093043225	0.001981153	0.006951395			expressed protein
bradi4g45310.1|pacid:21812719	1.294345565	1697.827994	0.144455772	8.960151247	3.24E-19	8.60E-18	"GO:0004672,GO:0005524,GO:0006468,GO:0006355,GO:0005515"	phototropin 1	"AGC_PVPK_like_kin82y.2 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
bradi4g45320.1|pacid:21813642	1.377176323	1.964847866	0.515780532	2.670082016	0.007583272	0.022244789	"GO:0003777,GO:0005524,GO:0007018"	P-loop containing nucleoside triphosphate hydrolases superfamily protein	"kinesin motor domain containing protein, putative, expressed"
bradi5g00450.1|pacid:21826617	4.365504472	13.14590257	0.467352953	9.340915566	9.55E-21	2.80E-19		NB-ARC domain-containing disease resistance protein	"powdery mildew resistance protein PM3b, putative, expressed"
bradi5g00640.1|pacid:21825884	-1.328965278	72.3588553	0.164417707	-8.082859827	6.33E-16	1.32E-14			expressed protein
bradi5g00670.1|pacid:21824984	-2.300528919	4.480885739	0.500963746	-4.592206393	4.39E-06	2.84E-05	GO:0003824	Protein phosphatase 2C family protein	"protein phosphatase 2C, putative, expressed"
bradi5g00760.1|pacid:21823891	1.318093584	5.98451497	0.456170398	2.889476365	0.00385884	0.012436759	GO:0016747	HXXXD-type acyl-transferase family protein	"transferase family protein, putative, expressed"
bradi5g00910.1|pacid:21824463	2.508758963	21.36130999	0.338203946	7.417887921	1.19E-13	2.02E-12			
bradi5g01070.1|pacid:21826490	1.187888283	1.117524165	0.492989446	2.409561285	0.015971713	0.041947175		NB-ARC domain-containing disease resistance protein	expressed protein
bradi5g01135.1|pacid:21824771	4.284836786	254.1762039	0.212015244	20.21004105	7.99E-91	2.36E-88		Pectin lyase-like superfamily protein	"pectate lyase precursor, putative, expressed"
bradi5g01150.1|pacid:21826734	1.439992523	25.71201495	0.311535937	4.622235678	3.80E-06	2.49E-05		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	"LTPL50 - Protease inhibitor/seed storage/LTP family protein precursor, putative, expressed"
bradi5g01317.1|pacid:21826426	1.325127143	51.88921071	0.196899064	6.729981936	1.70E-11	2.34E-10		evolutionarily conserved C-terminal region 5	"ECT protein, putative, expressed"
bradi5g02030.1|pacid:21826629	2.631939081	143.8483016	0.148934912	17.67174025	6.92E-70	1.14E-67	"GO:0005524,GO:0016887,GO:0016020"	white-brown complex homolog protein 11	"white-brown complex homolog protein 11, putative, expressed"
bradi5g02037.1|pacid:21825395	-2.833436693	67.58158208	0.259741349	-10.90868554	1.05E-27	4.48E-26	"GO:0005524,GO:0051082,GO:0006457,GO:0006950"	heat shock protein 90.1	"heat shock protein, putative, expressed"
bradi5g02100.1|pacid:21824901	1.077340129	20.23733432	0.330602767	3.258714796	0.001119181	0.004205697	"GO:0016616,GO:0051287,GO:0008152,GO:0055114,GO:0048037,GO:0004616,GO:0006098"	D-isomer specific 2-hydroxyacid dehydrogenase family protein	"erythronate-4-phosphate dehydrogenase domain containing protein, expressed"
bradi5g02110.1|pacid:21824243	1.543690074	1.458517606	0.524537278	2.942955893	0.003250947	0.010687847	"GO:0016616,GO:0051287,GO:0008152,GO:0055114,GO:0048037,GO:0004616,GO:0006098"	D-isomer specific 2-hydroxyacid dehydrogenase family protein	"erythronate-4-phosphate dehydrogenase domain containing protein, expressed"
bradi5g02180.1|pacid:21824147	1.296863999	111.499776	0.173191848	7.488019886	6.99E-14	1.22E-12		Protein of unknown function (DUF594)	expressed protein
bradi5g02190.1|pacid:21823867	2.8345785	45.26515662	0.261869529	10.82439223	2.64E-27	1.10E-25	"GO:0055085,GO:0016021"	Major facilitator superfamily protein	expressed protein
bradi5g02270.1|pacid:21824422	1.36178016	10.10425467	0.350512447	3.885112128	0.000102283	0.000503063	"GO:0016627,GO:0006629,GO:0005737,GO:0016021"	Protein of unknown function (DUF1295)	"DUF1295 domain containing protein, putative, expressed"
bradi5g02400.3|pacid:21824033	-2.324921343	966.5581806	0.1997481	-11.63926639	2.60E-31	1.33E-29		Phosphoglycerate mutase family protein	"phosphoglycerate mutase, putative, expressed"
bradi5g02920.1|pacid:21825691	-1.708477085	32.2477653	0.253436226	-6.741250498	1.57E-11	2.18E-10		Transmembrane amino acid transporter family protein	"transmembrane amino acid transporter protein, putative, expressed"
bradi5g03100.1|pacid:21825420	1.223428804	23.62230764	0.270911084	4.515979137	6.30E-06	3.96E-05	"GO:0006364,GO:0032040"	embryo sac development arrest 14	"U3 small nucleolar RNA-associated protein 11, putative, expressed"
bradi5g03390.1|pacid:21826575	-1.0637574	338.3262868	0.34912971	-3.046883067	0.002312276	0.00795688	"GO:0016758,GO:0008152"	UDP-Glycosyltransferase superfamily protein	"UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed"
bradi5g03460.1|pacid:21825521	-1.92059499	79.12155288	0.174563377	-11.00227908	3.73E-28	1.62E-26	"GO:0005524,GO:0016887,GO:0042626,GO:0006810,GO:0055085,GO:0016021"	multidrug resistance-associated protein 10	"multidrug resistance-associated protein, putative, expressed"
bradi5g03510.1|pacid:21826288	1.027811644	63.06447666	0.186306121	5.516789469	3.45E-08	3.14E-07		"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"	"exonuclease, putative, expressed"
bradi5g03550.1|pacid:21824335	1.342798114	18.96418364	0.344072254	3.902663166	9.51E-05	0.000470972	"GO:0004672,GO:0005524,GO:0006468"	wall associated kinase 5	"OsWAK121 - OsWAK receptor-like protein kinase, expressed"
bradi5g03670.1|pacid:21825696	1.226517118	10.11453353	0.329930199	3.717504858	0.0002012	0.000918891			hypothetical protein
bradi5g03790.1|pacid:21824756	-1.324904807	1.959191995	0.50771458	-2.609546504	0.009066232	0.025906611	"GO:0004252,GO:0006508,GO:0042802,GO:0043086"	Subtilase family protein	"OsSub17 - Putative Subtilisin homologue, expressed"
bradi5g03876.1|pacid:21824569	-1.292560996	3.377040741	0.513491209	-2.5172018	0.011829106	0.032569065			
bradi5g03960.1|pacid:21824978	-1.133520846	40.35941004	0.236082372	-4.801378593	1.58E-06	1.10E-05	"GO:0004672,GO:0005524,GO:0006468,GO:0005515"	Leucine-rich repeat protein kinase family protein	"receptor kinase, putative, expressed"
bradi5g04130.1|pacid:21824295	-1.22487286	12.003221	0.350224354	-3.497394869	0.000469826	0.001966305	"GO:0008270,GO:0016491,GO:0055114"	cinnamyl alcohol dehydrogenase 9	"dehydrogenase, putative, expressed"
bradi5g04560.1|pacid:21825674	-2.732814226	222.4825329	0.251988317	-10.84500366	2.11E-27	8.85E-26	"GO:0046872,GO:0030001"	Heavy metal transport/detoxification superfamily protein 	"heavy metal-associated domain containing protein, expressed"
bradi5g04810.1|pacid:21824374	2.168058857	5.028255513	0.48162384	4.501560508	6.75E-06	4.21E-05		flowering promoting factor 1	"flowering promoting factor-like 1, putative, expressed"
bradi5g04830.1|pacid:21825120	-1.837834179	7.041176394	0.398503748	-4.611836623	3.99E-06	2.61E-05	GO:0006629	Myzus persicae-induced lipase 1	"triacylglycerol lipase 1 precursor, putative, expressed"
bradi5g05180.1|pacid:21826188	1.09987339	71.41866861	0.235239576	4.675545715	2.93E-06	1.96E-05		Uncharacterised protein family (UPF0497)	"membrane associated DUF588 domain containing protein, putative, expressed"
bradi5g05430.1|pacid:21826522	-1.694564615	437.7854423	0.196296472	-8.632679942	5.99E-18	1.45E-16	GO:0004425	Aldolase-type TIM barrel family protein	"indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed"
bradi5g05900.1|pacid:21824609	1.010442558	10.94863868	0.359106056	2.813771976	0.004896395	0.015293325	"GO:0000902,GO:0005524"	mitochondrial HSO70 2	"DnaK family protein, putative, expressed"
bradi5g06390.1|pacid:21826228	-1.224566431	13.78418646	0.355821517	-3.441518772	0.000578458	0.002359182	"GO:0006457,GO:0005515"	FKBP-type peptidyl-prolyl cis-trans isomerase family protein	"peptidyl-prolyl isomerase, putative, expressed"
bradi5g06765.1|pacid:21826152	-1.131707275	483.163272	0.152572154	-7.417521794	1.19E-13	2.03E-12	"GO:0008234,GO:0006508"	Papain family cysteine protease	"cysteine proteinase 1 precursor, putative, expressed"
bradi5g06870.1|pacid:21826057	-1.71359782	1.701709141	0.524489313	-3.267173951	0.001086269	0.00409957	"GO:0006887,GO:0000145"	exocyst subunit exo70 family protein H6	"exo70 exocyst complex subunit domain containing protein, expressed"
bradi5g07080.1|pacid:21825187	-1.481701197	512.5833755	0.103504398	-14.31534529	1.75E-46	1.54E-44	"GO:0016491,GO:0055114,GO:0008270"	"Oxidoreductase, zinc-binding dehydrogenase family protein"	"dehydrogenase, putative, expressed"
bradi5g07100.1|pacid:21825914	1.562828012	3.671955907	0.513708144	3.042248852	0.002348177	0.008059431	GO:0016020	Protein of unknown function (DUF803)	"DUF803 domain containing, putative, expressed"
bradi5g07250.1|pacid:21826340	1.716054917	1.60180461	0.520696993	3.295688161	0.000981809	0.003752496		x-ray induced transcript 1	expressed protein
bradi5g07300.1|pacid:21825310	-1.743830188	689.1287513	0.123760528	-14.09035829	4.35E-45	3.64E-43	GO:0031072	DnaJ domain ;Myb-like DNA-binding domain	"MYB family transcription factor, putative, expressed"
bradi5g07430.1|pacid:21826610	-1.967956112	18.0425835	0.353863932	-5.561335683	2.68E-08	2.48E-07			expressed protein
bradi5g07670.1|pacid:21825804	1.435356419	2.522860107	0.507707053	2.82713508	0.004696651	0.014732129			
bradi5g07780.1|pacid:21824613	-1.157562396	10.80298692	0.405039139	-2.857902568	0.004264513	0.013543809			expressed protein
bradi5g07830.1|pacid:21826414	-1.946114703	42.38383222	0.330832992	-5.882468654	4.04E-09	4.20E-08			
bradi5g07860.1|pacid:21826400	1.754415339	2.851304252	0.514944816	3.406996798	0.000656819	0.002636988			expressed protein
bradi5g08167.2|pacid:21825677	-1.484214594	487.3034777	0.11285213	-13.1518527	1.66E-39	1.18E-37	"GO:0005515,GO:0005634,GO:0003677,GO:0030528,GO:0006355,GO:0005516"	Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains	"calmodulin-binding transcription activator 4, putative, expressed"
bradi5g08220.1|pacid:21825505	1.945360124	142.4788689	0.116894914	16.64195695	3.46E-62	4.87E-60	"GO:0000287,GO:0030976,GO:0003824"	chlorsulfuron/imidazolinone resistant 1	"thiamine pyrophosphate enzyme, C-terminal TPP binding domain containing protein, expressed"
bradi5g08270.1|pacid:21825826	1.298326428	29.22512325	0.225610438	5.754726784	8.68E-09	8.58E-08			expressed protein
bradi5g08480.1|pacid:21826195	-2.185714022	1636.384778	0.140267066	-15.58251754	9.57E-55	1.08E-52			"basic proline-rich protein, putative, expressed"
bradi5g08500.1|pacid:21824650	1.355214508	1.22480125	0.50520117	2.682524485	0.00730688	0.021558451		Pentatricopeptide repeat (PPR) superfamily protein	"pentatricopeptide repeat-containing protein, putative, expressed"
bradi5g08560.1|pacid:21826172	-1.333020088	44.8324751	0.212934613	-6.260232057	3.84E-10	4.59E-09		Cysteine proteinases superfamily protein	"OTU-like cysteine protease family protein, putative, expressed"
bradi5g08630.1|pacid:21824493	-1.70262551	6.813404532	0.441117025	-3.859804568	0.000113478	0.000551961		RING finger protein	expressed protein
bradi5g08650.1|pacid:21826316	-2.595593483	62.19602469	0.309872913	-8.376316132	5.46E-17	1.24E-15	GO:0005515	jasmonate-zim-domain protein 10	"zinc-finger protein, putative, expressed"
bradi5g08707.1|pacid:21824955	-2.207048298	8.070923221	0.39969447	-5.521838463	3.35E-08	3.06E-07	"GO:0008889,GO:0006071"	senescence-related gene 3	"glycerophosphoryl diester phosphodiesterase family protein, putative, expressed"
bradi5g08750.1|pacid:21825627	-1.190299153	22.49794362	0.344499366	-3.455156291	0.000549974	0.002258345		SBP (S-ribonuclease binding protein) family protein	"protein binding protein, putative, expressed"
bradi5g08790.1|pacid:21826243	-2.371131185	86.38047582	0.169136019	-14.01907881	1.19E-44	9.84E-43		SBP (S-ribonuclease binding protein) family protein	"protein binding protein, putative, expressed"
